,Longitude,Latitude,BTSName,Classification,Technology,Long-Lat-Tech
0,40.16894186,-1.6942447919999999,Masalani,Rural,GSM,40.16894186-1.6942447919999999GSM
1,40.16894186,-1.6942447919999999,Masalani,Urban,UMTS,40.16894186-1.6942447919999999UMTS
2,40.16894186,-1.6942447919999999,Masalani,Rural,UMTS,40.16894186-1.6942447919999999UMTS
3,40.27013889,-1.643888889,Masalani Quarry,Rural,GSM,40.27013889-1.643888889GSM
4,40.53816667,-1.568011111,Ijara,Rural,GSM,40.53816667-1.568011111GSM
5,40.03838364,-1.4978737569999998,Hola_Town,Rural,GSM,40.03838364-1.4978737569999998GSM
6,40.03838364,-1.4978737569999998,Hola_Town,Urban,UMTS,40.03838364-1.4978737569999998UMTS
7,40.03838364,-1.4978737569999998,Hola_Town,Rural,UMTS,40.03838364-1.4978737569999998UMTS
8,40.03838364,-1.4978737569999998,Hola_Town,Rural,LTE,40.03838364-1.4978737569999998LTE
9,40.0248,-1.4978,Hola_YU,Rural,GSM,40.0248-1.4978GSM
10,40.0248,-1.4978,Hola_YU,Rural,UMTS,40.0248-1.4978UMTS
11,39.91816667,-1.360944444,Komora_Jilla,Rural,GSM,39.91816667-1.360944444GSM
12,40.73280556,-1.313916667,Sangailu,Rural,GSM,40.73280556-1.313916667GSM
13,40.73280556,-1.313916667,,Rural,UMTS,40.73280556-1.313916667UMTS
14,40.7593,-1.1946,Galmagala,Rural,GSM,40.7593-1.1946GSM
15,39.8382,-1.1931399999999999,Bura_West,Rural,GSM,39.8382-1.1931399999999999GSM
16,39.8382,-1.193138889,Bura_West,Rural,UMTS,39.8382-1.193138889UMTS
17,37.4469424,-1.185958328,Kithimani,Rural,GSM,37.4469424-1.185958328GSM
18,37.4469424,-1.185958328,Kithimani,Urban,UMTS,37.4469424-1.185958328UMTS
19,37.4469424,-1.185958328,Kithimani,Rural,UMTS,37.4469424-1.185958328UMTS
20,39.83782399,-1.183457815,Bura,Rural,GSM,39.83782399-1.183457815GSM
21,39.83782399,-1.183457815,Bura,Rural,UMTS,39.83782399-1.183457815UMTS
22,39.83782399,-1.183457815,Bura,Rural,UMTS,39.83782399-1.183457815UMTS
23,41.0565412,-1.152161783,Hulugho,Rural,GSM,41.0565412-1.152161783GSM
24,41.0565412,-1.152161783,,Rural,UMTS,41.0565412-1.152161783UMTS
25,37.30472222,-1.148961111,Kyanzavi,Rural,GSM,37.30472222-1.148961111GSM
26,37.54638887,-1.14735065,Matuu_WMX,Rural,GSM,37.54638887-1.14735065GSM
27,37.54638887,-1.14735065,Matuu_WMX,Urban,UMTS,37.54638887-1.14735065UMTS
28,37.54638887,-1.14735065,Matuu_WMX,Rural,LTE,37.54638887-1.14735065LTE
29,37.49448889,-1.144888889,Makutano_Sofia,Rural,GSM,37.49448889-1.144888889GSM
30,37.55002778,-1.144805556,Matuu_Plateau_Area,Rural,GSM,37.55002778-1.144805556GSM
31,37.55002778,-1.144805556,Matuu_Plateau_Area,Rural,UMTS,37.55002778-1.144805556UMTS
32,37.49448889,-1.144791429,Makutano_Sofia,Rural,UMTS,37.49448889-1.144791429UMTS
33,37.377056,-1.118333,NYS_Yatta,Rural,GSM,37.377056-1.118333GSM
34,37.377056,-1.118333,NYS_Yatta,Rural,UMTS,37.377056-1.118333UMTS
35,37.20519444,-1.1165,Kyeleni,Rural,GSM,37.20519444-1.1165GSM
36,37.20519444,-1.1165,,Rural,UMTS,37.20519444-1.1165UMTS
37,37.15112222,-1.101508333,Munyu,Rural,GSM,37.15112222-1.101508333GSM
38,37.15112222,-1.101508333,,Rural,UMTS,37.15112222-1.101508333UMTS
39,37.15112222,-1.101508333,,Rural,LTE,37.15112222-1.101508333LTE
40,39.93949265,-1.0967989409999999,Bura East,Rural,GSM,39.93949265-1.0967989409999999GSM
41,39.93949265,-1.0967989409999999,,Rural,UMTS,39.93949265-1.0967989409999999UMTS
42,37.33386111,-1.096638889,Ngoliba,Rural,GSM,37.33386111-1.096638889GSM
43,37.33386111,-1.096638889,Ngoliba,Urban,UMTS,37.33386111-1.096638889UMTS
44,37.25522222,-1.0848055559999998,Kilimambogo,Rural,GSM,37.25522222-1.0848055559999998GSM
45,37.25522222,-1.0848055559999998,Kilimambogo,Urban,UMTS,37.25522222-1.0848055559999998UMTS
46,37.48905556,-1.084022222,Bethwana Hill,Rural,GSM,37.48905556-1.084022222GSM
47,37.12005556,-1.079055556,Komu,Rural,GSM,37.12005556-1.079055556GSM
48,37.12005556,-1.079055556,Komu,Rural,UMTS,37.12005556-1.079055556UMTS
49,37.6787,-1.076811111,Kangonde,Rural,GSM,37.6787-1.076811111GSM
50,37.6787,-1.076811111,Kangonde,Rural,UMTS,37.6787-1.076811111UMTS
51,37.09488889,-1.0745,Thika_Kiganjo_Market,Rural,GSM,37.09488889-1.0745GSM
52,37.094889,-1.0745,Thika_Kiganjo_Market,Urban,UMTS,37.094889-1.0745UMTS
53,37.10113889,-1.07375,Thika_Kiganjo,Rural,GSM,37.10113889-1.07375GSM
54,37.101139,-1.07375,Thika_Kiganjo,Urban,UMTS,37.101139-1.07375UMTS
55,37.706299,-1.07075,Ngungi,Rural,GSM,37.706299-1.07075GSM
56,37.7063,-1.07075,Ngungi,Rural,UMTS,37.7063-1.07075UMTS
57,37.081379299999995,-1.067635698,Kianjau,Rural,GSM,37.081379299999995-1.067635698GSM
58,37.081379299999995,-1.067635698,Kianjau,Rural,UMTS,37.081379299999995-1.067635698UMTS
59,37.87195105,-1.067079979,Mbitini,Rural,GSM,37.87195105-1.067079979GSM
60,37.87195105,-1.067079979,Mbitini,Urban,UMTS,37.87195105-1.067079979UMTS
61,37.1213,-1.0636,Thika_Flame_Tree,Urban,GSM,37.1213-1.0636GSM
62,37.1213,-1.0636,Thika_Flame_Tree,Urban,UMTS,37.1213-1.0636UMTS
63,37.1213,-1.0636,Thika_Flame_Tree,Urban,LTE,37.1213-1.0636LTE
64,37.14971404,-1.0629138809999998,Thika_Landless_Estate,Urban,GSM,37.14971404-1.0629138809999998GSM
65,37.14971404,-1.0629138809999998,Thika_Landless_Estate,Urban,UMTS,37.14971404-1.0629138809999998UMTS
66,37.14971404,-1.0629138809999998,Thika_Landless_Estate,Urban,LTE,37.14971404-1.0629138809999998LTE
67,37.17380556,-1.060416667,Gatuanyaga,Urban,GSM,37.17380556-1.060416667GSM
68,37.17380556,-1.060416667,Gatuanyaga,Urban,UMTS,37.17380556-1.060416667UMTS
69,37.11383333,-1.059222222,Makongeni_Mosque,Urban,GSM,37.11383333-1.059222222GSM
70,37.11383333,-1.059222222,Makongeni_Mosque,Urban,UMTS,37.11383333-1.059222222UMTS
71,37.11383333,-1.059222222,Makongeni_Mosque,Urban,LTE,37.11383333-1.059222222LTE
72,37.1080465,-1.0587476,Thika_Makongeni_East,Urban,UMTS,37.1080465-1.0587476UMTS
73,37.1080465,-1.0587476,Thika_Makongeni_East,Urban,LTE,37.1080465-1.0587476LTE
74,37.10804652,-1.058747598,Thika_Makongeni_East,Urban,GSM,37.10804652-1.058747598GSM
75,37.09637961,-1.0540258009999999,Thika_Makongeni_West,Urban,GSM,37.09637961-1.0540258009999999GSM
76,37.09637961,-1.0540258009999999,Thika_Makongeni_West,Urban,UMTS,37.09637961-1.0540258009999999UMTS
77,37.09637961,-1.0540258009999999,Thika_Makongeni_West,Urban,LTE,37.09637961-1.0540258009999999LTE
78,37.10582425,-1.0506927640000001,Thika_industrial,Urban,GSM,37.10582425-1.0506927640000001GSM
79,37.10582425,-1.0506927640000001,Thika_industrial,Urban,UMTS,37.10582425-1.0506927640000001UMTS
80,37.10582425,-1.0506927640000001,Thika_industrial,Urban,LTE,37.10582425-1.0506927640000001LTE
81,36.86830556,-1.050444444,Kibichoi,Rural,GSM,36.86830556-1.050444444GSM
82,36.86830556,-1.050444444,,Urban,UMTS,36.86830556-1.050444444UMTS
83,37.83873,-1.049809368,Kithyoko,Rural,GSM,37.83873-1.049809368GSM
84,37.83873056,-1.0498083329999999,Kithyoko,Rural,UMTS,37.83873056-1.0498083329999999UMTS
85,36.93859858,-1.048748537,Kimunyu,Rural,GSM,36.93859858-1.048748537GSM
86,36.93859858,-1.048748537,Kimunyu,Rural,UMTS,36.93859858-1.048748537UMTS
87,37.08672222,-1.048055556,Mt_Kenya_University,Urban,GSM,37.08672222-1.048055556GSM
88,37.08672222,-1.048055556,Mt_Kenya_University,Urban,UMTS,37.08672222-1.048055556UMTS
89,37.08672222,-1.048055556,Mt_Kenya_University,Urban,LTE,37.08672222-1.048055556LTE
90,37.09604,-1.04488,Telkom_Stema_Relax,Urban,GSM,37.09604-1.04488GSM
91,37.09604,-1.04488,Telkom_Stema_Relax,Urban,UMTS,37.09604-1.04488UMTS
92,37.09604,-1.04488,Telkom_Stema_Relax,Urban,LTE,37.09604-1.04488LTE
93,36.9843,-1.043868,Bob_Harris,Rural,GSM,36.9843-1.043868GSM
94,36.9843,-1.043868,Bob_Harris,Rural,UMTS,36.9843-1.043868UMTS
95,37.10088056,-1.042527778,Thika_MSR,Urban,GSM,37.10088056-1.042527778GSM
96,37.10088056,-1.042527778,Thika_MSR,Urban,UMTS,37.10088056-1.042527778UMTS
97,37.10088056,-1.042527778,Thika_MSR,Urban,UMTS,37.10088056-1.042527778UMTS
98,37.10088056,-1.042527778,Thika_MSR,Urban,LTE,37.10088056-1.042527778LTE
99,37.06749012,-1.042360186,Thika_Section_IX,Urban,GSM,37.06749012-1.042360186GSM
100,37.06749012,-1.042360186,Thika_Section_IX,Urban,UMTS,37.06749012-1.042360186UMTS
101,37.06749012,-1.042360186,Thika_Section_IX,Urban,LTE,37.06749012-1.042360186LTE
102,37.08030556,-1.042083333,Thika_Kimiriri,Urban,GSM,37.08030556-1.042083333GSM
103,37.08030556,-1.042083333,Thika_Kimiriri,Urban,UMTS,37.08030556-1.042083333UMTS
104,37.08030556,-1.042083333,Thika_Kimiriri,Urban,LTE,37.08030556-1.042083333LTE
105,37.07165688,-1.04097142,Thika_Tuskys,Urban,GSM,37.07165688-1.04097142GSM
106,37.07165688,-1.04097142,Thika_Tuskys,Urban,UMTS,37.07165688-1.04097142UMTS
107,37.07165688,-1.04097142,Thika_Tuskys,Urban,LTE,37.07165688-1.04097142LTE
108,37.08499048,-1.040415911,Thika_TUDC,Urban,GSM,37.08499048-1.040415911GSM
109,37.08499048,-1.040415911,Thika_TUDC,Urban,UMTS,37.08499048-1.040415911UMTS
110,37.08499048,-1.040415911,Thika_TUDC,Urban,LTE,37.08499048-1.040415911LTE
111,37.03880556,-1.040166667,Ngoingwa,Urban,GSM,37.03880556-1.040166667GSM
112,37.03880556,-1.040166667,Ngoingwa,Urban,UMTS,37.03880556-1.040166667UMTS
113,37.07025,-1.03875,Section_IX_Mugumoini,Urban,GSM,37.07025-1.03875GSM
114,37.07025,-1.03875,Section_IX_Mugumoini,Urban,UMTS,37.07025-1.03875UMTS
115,37.07025,-1.03875,Section_IX_Mugumoini,Urban,LTE,37.07025-1.03875LTE
116,37.05145,-1.0385,Ngoingwa_Riverside,Urban,GSM,37.05145-1.0385GSM
117,37.05145,-1.0385,Ngoingwa_Riverside,Urban,UMTS,37.05145-1.0385UMTS
118,37.05145,-1.0385,Ngoingwa_Riverside,Urban,LTE,37.05145-1.0385LTE
119,37.07819,-1.03835,Thika_PP,Urban,GSM,37.07819-1.03835GSM
120,37.07819,-1.03835,Thika_PP,Urban,UMTS,37.07819-1.03835UMTS
121,37.07819,-1.03835,Thika_PP,Urban,LTE,37.07819-1.03835LTE
122,37.07318056,-1.036430556,Macharia_Building,Urban,UMTS,37.07318056-1.036430556UMTS
123,37.07318,-1.03643,Macharia_Building,Urban,GSM,37.07318-1.03643GSM
124,37.07318,-1.03643,Macharia_Building,Urban,LTE,37.07318-1.03643LTE
125,37.07610141,-1.0362496190000001,Thika_Murathe_Plaza,Urban,GSM,37.07610141-1.0362496190000001GSM
126,37.07610141,-1.0362496190000001,Thika_Murathe_Plaza,Urban,UMTS,37.07610141-1.0362496190000001UMTS
127,37.07610141,-1.0362496190000001,Thika_Murathe_Plaza,Urban,LTE,37.07610141-1.0362496190000001LTE
128,37.073966,-1.035898,Thika_Victory_Plaza,Urban,GSM,37.073966-1.035898GSM
129,37.073966,-1.035898,Thika_Victory_Plaza,Urban,UMTS,37.073966-1.035898UMTS
130,37.073966,-1.035898,Thika_Victory_Plaza,Urban,LTE,37.073966-1.035898LTE
131,37.07774167,-1.035211111,,Urban,UMTS,37.07774167-1.035211111UMTS
132,37.077742,-1.035211,Thika_Main_Stage_Relocation,Urban,GSM,37.077742-1.035211GSM
133,37.07504722,-1.0348861109999998,Thika_Mburu_Mall_Plaza,Urban,GSM,37.07504722-1.0348861109999998GSM
134,37.07504722,-1.0348861109999998,Thika_Mburu_Mall_Plaza,Urban,UMTS,37.07504722-1.0348861109999998UMTS
135,37.07504722,-1.0348861109999998,Thika_Mburu_Mall_Plaza,Urban,LTE,37.07504722-1.0348861109999998LTE
136,37.07719444,-1.034583333,Airtel_Thika,Urban,GSM,37.07719444-1.034583333GSM
137,37.07719444,-1.034583333,Airtel_Thika,Urban,UMTS,37.07719444-1.034583333UMTS
138,37.07719444,-1.034583333,Airtel_Thika,Urban,LTE,37.07719444-1.034583333LTE
139,37.11811111,-1.032805556,Mitubiri,Urban,GSM,37.11811111-1.032805556GSM
140,37.11811111,-1.032805556,Mitubiri,Urban,UMTS,37.11811111-1.032805556UMTS
141,37.06749012,-1.031527822,Thika_Riverside,Urban,GSM,37.06749012-1.031527822GSM
142,37.06749012,-1.031527822,Thika_Riverside,Urban,UMTS,37.06749012-1.031527822UMTS
143,37.06749012,-1.031527822,Thika_Riverside,Urban,LTE,37.06749012-1.031527822LTE
